title,doi,href,authors,journal,volume_issue,date,access,source_file
Concentrated perchlorate-based electrolyte facilitates Zn anode-compatible in situ solid electrolyte interphase,10.1007/s12598-024-02972-7,/doi/10.1007/s12598-024-02972-7,"Yin-Sheng Li, ,, Li-Shan Geng, ,, Bo-Mian Zhang, ,, Zi-He Wei, ,, Hao Fan, ,, Jing-Hao Li, ,, Wen-Cong Feng, ,, Liang Zhou, ,",Rare Metals,"Volume 44, Issue 2",First published: 01 February 2025,,page_028.html
In situelectrochemical synchrotron radiation for Li-ion batteries,10.1107/S1600577517015533,/doi/10.1107/S1600577517015533,"Tibebu Alemu, ,, Fu-Ming Wang, ,",Journal of Synchrotron Radiation,"Volume 25, Issue 1",First published: 14 December 2017,Full Access,page_028.html
Preventing Electrolyte Decomposition on a Ca Metal Electrode Interface Using an Artificial Solid-Electrolyte Interphase,10.1002/adts.202100018,/doi/10.1002/adts.202100018,"Joshua Young, ,, Manuel Smeu, ,",Advanced Theory and Simulations,"Volume 4, Issue 8",First published: 09 July 2021,Full Access,page_028.html
Dendrite-accelerated thermal runaway mechanisms of lithium metal pouch batteries,10.1002/sus2.74,/doi/10.1002/sus2.74,"Xiang-Qun Xu, ,, Xin-Bing Cheng, ,, Feng-Ni Jiang, ,, Shi-Jie Yang, ,, Dongsheng Ren, ,, Peng Shi, ,, HungJen Hsu, ,, Hong Yuan, ,, Jia-Qi Huang, ,, Minggao Ouyang, ,, Qiang Zhang, ,",SusMat,"Volume 2, Issue 4",First published: 20 June 2022,Open Access,page_028.html
Chaotropic Salt-Aided “Water-In-Organic” Electrolyte for Highly Reversible Zinc-Ion Batteries Across a Wide Temperature Range,10.1002/adfm.202311271,/doi/10.1002/adfm.202311271,"Ziqing Wang, ,, Jiefeng Diao, ,, James N. Burrow, ,, Zachary W. Brotherton, ,, Nathaniel A. Lynd, ,, Graeme Henkelman, ,, Charles Buddie Mullins, ,",Advanced Functional Materials,"Volume 34, Issue 9",First published: 20 November 2023,Full Access,page_029.html
Unveiling the Effects of Cr Single Atoms with Controllable Configurations on Solid Electrolyte Interphase and Storage Mechanism of Sodium Ions,10.1002/adfm.202214429,/doi/10.1002/adfm.202214429,"Chong Wang, ,, Bohan Li, ,, Wanci Shen, ,, Feiyu Kang, ,, Zheng-Hong Huang, ,, Ruitao Lv, ,",Advanced Functional Materials,"Volume 33, Issue 18",First published: 02 February 2023,Full Access,page_029.html
Cover Feature: Solid–Electrolyte Interphase at Positive Electrodes in High-Energy Li-Ion Batteries: Current Understanding and Analytical Tools (Batteries & Supercaps 8/2020),10.1002/batt.202000155,/doi/10.1002/batt.202000155,"Giorgia Zampardi, ,, Fabio La Mantia, ,",Batteries & Supercaps,"Volume 3, Issue 8",First published: 20 July 2020,Free Access,page_029.html
Solid–Electrolyte Interphase at Positive Electrodes in High-Energy Li-Ion Batteries: Current Understanding and Analytical Tools,10.1002/batt.201900177,/doi/10.1002/batt.201900177,"Giorgia Zampardi, ,, Fabio La Mantia, ,",Batteries & Supercaps,"Volume 3, Issue 8",First published: 09 March 2020,Open Access,page_029.html
Non-Aqueous Electrolytes for Sodium-Ion Batteries: Challenges and Prospects Towards Commercialization,10.1002/batt.202000277,/doi/10.1002/batt.202000277,"Hussein Hijazi, ,, Parth Desai, ,, Sathiya Mariyappan, ,",Batteries & Supercaps,"Volume 4, Issue 6",First published: 04 February 2021,Full Access,page_029.html
Radical reactivity evaluation for the identification of electrolyte materials involved in electrode–electrolyte interphase formation,10.1002/er.8117,/doi/10.1002/er.8117,"Jihoon Choi, ,, Young-Kyu Han, ,",International Journal of Energy Research,"Volume 46, Issue 10",First published: 20 May 2022,Full Access,page_029.html
Insight into Multiple Intermolecular Coordination of Composite Solid Electrolytes via Cryo-Electron Microscopy for High-Voltage All-Solid-State Lithium Metal Batteries,10.1002/adma.202314063,/doi/10.1002/adma.202314063,"Qingrong Wang, ,, Hongli Xu, ,, Yanchen Fan, ,, Shang-Sen Chi, ,, Bing Han, ,, Ruohong Ke, ,, Ruo Wang, ,, Jun Wang, ,, Chaoyang Wang, ,, Xiaoxiong Xu, ,, Zijian Zheng, ,, Yonghong Deng, ,, Jian Chang, ,",Advanced Materials,"Volume 36, Issue 23",First published: 05 March 2024,Full Access,page_029.html
Differentiating the Synergistic Interactions Between Li+Salts and Cyclic to Linear Carbonate Ratios to Enable Wide-Temperature Performance of Lithium-Ion Batteries,10.1002/adfm.202511694,/doi/10.1002/adfm.202511694,"Thomas J. Watts, ,, Marshall C. Smart, ,, Arumugam Manthiram, ,",Advanced Functional Materials,Early View,First published: 06 July 2025,Open Access,page_029.html
Understanding Interphases and Interfaces of Battery Materials at the Nanoscale,10.1002/smll.202504379,/doi/10.1002/smll.202504379,"Sergio Federico Mayer, ,, Benjamin Mercier-Guyon, ,, Célia Doublet, ,, Adrien Fauchier-Magnan, ,, Léa Rose Mangani, ,, Corentin Renais, ,, Magda Reuter, ,, Oskar Thompson, ,, Lucas Trassart, ,, Claire Villevieille, ,",Small,"Volume 21, Issue 34",First published: 17 July 2025,Open Access,page_029.html
Interphases in Sodium-Ion Batteries,10.1002/aenm.201703082,/doi/10.1002/aenm.201703082,"Junhua Song, ,, Biwei Xiao, ,, Yuehe Lin, ,, Kang Xu, ,, Xiaolin Li, ,",Advanced Energy Materials,"Volume 8, Issue 17",First published: 14 March 2018,Full Access,page_029.html
Voltage Hysteresis of Silicon Nanoparticles: Chemo-Mechanical Particle-SEI Model,10.1002/adfm.202308818,/doi/10.1002/adfm.202308818,"Lukas Köbbing, ,, Arnulf Latz, ,, Birger Horstmann, ,",Advanced Functional Materials,"Volume 34, Issue 7",First published: 05 November 2023,Open Access,page_029.html
Warum altern Lithium-Ionen-Batterien?,10.1002/ciuz.201900044,/doi/10.1002/ciuz.201900044,"Rudolf Holze, ,, Yuping Wu, ,",Chemie in unserer Zeit,"Volume 54, Issue 3",First published: 19 December 2019,Full Access,page_029.html
Engineering a Stable Solid–Electrolyte Interphase through a Novel Trifluoromethyl-Free Lithium Salt for Lithium Metal Polymer Batteries,10.1002/eem2.70143,/doi/10.1002/eem2.70143,"Lorena García, ,, David Fraile-Insagurbe, ,, Izaskun Serna, ,, Itziar Aldalur, ,, Leire Meabe, ,, Mikel Arrese-Igor, ,, Rosalía Cid, ,, Julen Etxabe, ,, Michel Armand, ,, Maria Martinez-Ibañez, ,",Energy & Environmental Materials,Early View,First published: 25 September 2025,Open Access,page_029.html
Low Resistance and High Stable Solid–Liquid Electrolyte Interphases Enable High-Voltage Solid-State Lithium Metal Batteries,10.1002/adfm.202010611,/doi/10.1002/adfm.202010611,"Xin Li, ,, Lina Cong, ,, Shunchao Ma, ,, Sainan Shi, ,, Yanan Li, ,, Sijia Li, ,, Silin Chen, ,, Changhui Zheng, ,, Liqun Sun, ,, Yulong Liu, ,, Haiming Xie, ,",Advanced Functional Materials,"Volume 31, Issue 20",First published: 14 March 2021,Full Access,page_029.html
Key Anodic Interfacial Phenomena and their Control in Next-Generation Lithium and Sodium Metal Batteries,10.1002/smll.202410167,/doi/10.1002/smll.202410167,"Kingshuk Roy, ,, Manas K. Bhunia, ,, Pitchiah E. Karthik, ,, Ashutosh Rana, ,, Bidisa Das, ,, Abhik Banerjee, ,, Satishchandra Ogale, ,",Small,"Volume 21, Issue 8",First published: 09 January 2025,Full Access,page_029.html
An Ionic Liquid-Based Gel Electrolyte: Formation Mechanism and Feasibility for Lithium Metal Batteries,10.1002/celc.202300684,/doi/10.1002/celc.202300684,"Yu Gu, ,, Hao-Ning Chen, ,, Wei-Wei Wang, ,, Hao Yan, ,, Jia-Wei Yan, ,, Bing-Wei Mao, ,",ChemElectroChem,"Volume 11, Issue 4",First published: 11 January 2024,Open Access,page_029.html
"Lithium metal anode: Past, present, and future",10.1002/metm.6,/doi/10.1002/metm.6,"Wen-Ze Huang, ,, Pan Xu, ,, Xue-Yan Huang, ,, Chen-Zi Zhao, ,, Xiaofei Bie, ,, Hao Zhang, ,, Aibing Chen, ,, Elena Kuzmina, ,, Elena Karaseva, ,, Vladimir Kolosnitsyn, ,, Ximin Zhai, ,, Tao Jiang, ,, Li-Zhen Fan, ,, Deping Wang, ,, Qiang Zhang, ,",MetalMat,"Volume 1, Issue 1",First published: 31 October 2023,Open Access,page_029.html
F and N Rich Solid Electrolyte for Stable All-Solid-State Battery,10.1002/adfm.202110876,/doi/10.1002/adfm.202110876,"Hongli Wan, ,, Jiaxun Zhang, ,, Jiale Xia, ,, Xiao Ji, ,, Xinzi He, ,, Sufu Liu, ,, Chunsheng Wang, ,",Advanced Functional Materials,"Volume 32, Issue 15",First published: 26 December 2021,Full Access,page_029.html
Challenges and Strategies for High-Energy Aqueous Electrolyte Rechargeable Batteries,10.1002/anie.202004433,/doi/10.1002/anie.202004433,"Huang Zhang, ,, Xu Liu, ,, Huihua Li, ,, Ivana Hasa, ,, Stefano Passerini, ,",Angewandte Chemie International Edition,"Volume 60, Issue 2",First published: 27 April 2020,Open Access,page_029.html
A Stretchable and Safe Polymer Electrolyte with a Protecting-Layer Strategy for Solid-State Lithium Metal Batteries,10.1002/advs.202003241,/doi/10.1002/advs.202003241,"Shengzhao Zhang, ,, Taibo Liang, ,, Donghuang Wang, ,, Yanjun Xu, ,, Yongliang Cui, ,, Jingru Li, ,, Xiuli Wang, ,, Xinhui Xia, ,, Changdong Gu, ,, Jiangping Tu, ,",Advanced Science,"Volume 8, Issue 15",First published: 01 May 2021,Open Access,page_029.html
Non-Flammable Fluorinated Phosphorus(III)-Based Electrolytes for Advanced Lithium-Ion Battery Performance,10.1002/celc.202000386,/doi/10.1002/celc.202000386,"Natascha von Aspern, ,, Marco Leissing, ,, Christian Wölke, ,, Diddo Diddens, ,, Takeshi Kobayashi, ,, Markus Börner, ,, Olesya Stubbmann-Kazakova, ,, Volodymyr Kozel, ,, Gerd-Volker Röschenthaler, ,, Jens Smiatek, ,, Sascha Nowak, ,, Martin Winter, ,, Isidora Cekic-Laskovic, ,",ChemElectroChem,"Volume 7, Issue 6",First published: 19 March 2020,Open Access,page_030.html
Electrolyte-Regulated Solid-Electrolyte Interphase Enables Long Cycle Life Performance in Organic Cathodes for Potassium-Ion Batteries,10.1002/adfm.201807137,/doi/10.1002/adfm.201807137,"Benfang Li, ,, Jin Zhao, ,, Zihe Zhang, ,, Chen Zhao, ,, Pengfei Sun, ,, Panxing Bai, ,, Jixing Yang, ,, Zhen Zhou, ,, Yunhua Xu, ,",Advanced Functional Materials,"Volume 29, Issue 5",First published: 13 December 2018,Full Access,page_030.html
Reversible Solid–Solid Conversion of Sulfurized Polyacrylonitrile Cathodes in Lithium–Sulfur Batteries by Weakly Solvating Ether Electrolytes,10.1002/ange.202310761,/doi/10.1002/ange.202310761,"Tao Ma, ,, Youxuan Ni, ,, Diantao Li, ,, Zhengtai Zha, ,, Song Jin, ,, Weijia Zhang, ,, Liqun Jia, ,, Qiong Sun, ,, Weiwei Xie, ,, Zhanliang Tao, ,, Jun Chen, ,",Angewandte Chemie,"Volume 135, Issue 43",First published: 05 September 2023,Full Access,page_030.html
Ion-Conductive Polytitanosiloxane Networks Enable a Robust Solid-Electrolyte Interface for Long-Cycling Lithium Metal Anodes,10.1002/adfm.202110347,/doi/10.1002/adfm.202110347,"Yuan Zhong, ,, Peng Huang, ,, Wen Yan, ,, Zhong Su, ,, Chuang Sun, ,, Yimin Xing, ,, Chao Lai, ,",Advanced Functional Materials,"Volume 32, Issue 9",First published: 21 November 2021,Full Access,page_030.html
A Solid Polymer Electrolyte with Inorganic-Enriched Cathode Electrolyte Interphases Enabling 5.1 V Solid-State Lithium-Ion Batteries,10.1002/anie.202505147,/doi/10.1002/anie.202505147,"Yue Hou, ,, Yiqiao Wang, ,, Zhiquan Wei, ,, Zhuoxi Wu, ,, Dedi Li, ,, Qing Li, ,, Shimei Li, ,, Ze Chen, ,, Yanbo Wang, ,, Guojin Liang, ,, Ke Wang, ,, Chunyi Zhi, ,",Angewandte Chemie International Edition,"Volume 64, Issue 29",First published: 16 May 2025,Full Access,page_030.html
Understanding the Cathode–Electrolyte Interphase in Lithium-Ion Batteries,10.1002/ente.202200421,/doi/10.1002/ente.202200421,"Sungjemmenla, ,, Vineeth S. K., ,, Chhail Bihari Soni, ,, Vipin Kumar, ,, Zhi Wei Seh, ,",Energy Technology,"Volume 10, Issue 9",First published: 28 June 2022,Full Access,page_030.html
Solid-Electrolyte Interphase Chemistries Towards High-Performance Aqueous Zinc Metal Batteries,10.1002/anie.202218466,/doi/10.1002/anie.202218466,"Wei Zhang, ,, Guanjie He, ,",Angewandte Chemie International Edition,"Volume 62, Issue 13",First published: 07 January 2023,Full Access,page_030.html
A Solid Polymer Electrolyte with Inorganic-Enriched Cathode Electrolyte Interphases Enabling 5.1 V Solid-State Lithium-Ion Batteries,10.1002/ange.202505147,/doi/10.1002/ange.202505147,"Yue Hou, ,, Yiqiao Wang, ,, Zhiquan Wei, ,, Zhuoxi Wu, ,, Dedi Li, ,, Qing Li, ,, Shimei Li, ,, Ze Chen, ,, Yanbo Wang, ,, Guojin Liang, ,, Ke Wang, ,, Chunyi Zhi, ,",Angewandte Chemie,"Volume 137, Issue 29",First published: 16 May 2025,Full Access,page_030.html
Solid-Electrolyte Interphase Chemistries Towards High-Performance Aqueous Zinc Metal Batteries,10.1002/ange.202218466,/doi/10.1002/ange.202218466,"Wei Zhang, ,, Guanjie He, ,",Angewandte Chemie,"Volume 135, Issue 13",First published: 07 January 2023,Full Access,page_030.html
Is Ethanol Essential for the Lithium-Mediated Nitrogen Reduction Reaction?,10.1002/cssc.202301011,/doi/10.1002/cssc.202301011,"Jon Bjarke Valbæk Mygind, ,, Jakob B. Pedersen, ,, Katja Li, ,, Niklas H. Deissler, ,, Mattia Saccoccio, ,, Xianbiao Fu, ,, Shaofeng Li, ,, Rokas Sažinas, ,, Suzanne Z. Andersen, ,, Kasper Enemark-Rasmussen, ,, Peter C. K. Vesborg, ,, Jakob Doganli-Kibsgaard, ,, Ib Chorkendorff, ,",ChemSusChem,"Volume 16, Issue 22",First published: 08 September 2023,Open Access,page_030.html
Preformation of Insoluble Solid-Electrolyte Interphase for Highly Reversible Na-Ion Batteries,10.1002/anie.202409719,/doi/10.1002/anie.202409719,"Minfei Fei, ,, Le Qi, ,, Shujuan Han, ,, Yue Li, ,, Hanchen Xi, ,, Zhichao Lin, ,, Jingyang Wang, ,, Caterina Ducati, ,, Manish Chhowalla, ,, Ramachandran Vasant Kumar, ,, Yan Jin, ,, Jia Zhu, ,",Angewandte Chemie International Edition,"Volume 63, Issue 42",First published: 25 July 2024,Full Access,page_030.html
"Cover Feature: Understanding the Nature of Solid-Electrolyte Interphase on Lithium Metal in Liquid Electrolytes: A Review on Growth, Properties, and Application-Related Challenges (Batteries & Supercaps 6/2021)",10.1002/batt.202100103,/doi/10.1002/batt.202100103,"Maryam Nojabaee, ,, Dennis Kopljar, ,, Norbert Wagner, ,, Kaspar Andreas Friedrich, ,",Batteries & Supercaps,"Volume 4, Issue 6",First published: 11 May 2021,Free Access,page_030.html
Preformation of Insoluble Solid-Electrolyte Interphase for Highly Reversible Na-Ion Batteries,10.1002/ange.202409719,/doi/10.1002/ange.202409719,"Minfei Fei, ,, Le Qi, ,, Shujuan Han, ,, Yue Li, ,, Hanchen Xi, ,, Zhichao Lin, ,, Jingyang Wang, ,, Caterina Ducati, ,, Manish Chhowalla, ,, Ramachandran Vasant Kumar, ,, Yan Jin, ,, Jia Zhu, ,",Angewandte Chemie,"Volume 136, Issue 42",First published: 25 July 2024,Full Access,page_030.html
Reversible Solid–Solid Conversion of Sulfurized Polyacrylonitrile Cathodes in Lithium–Sulfur Batteries by Weakly Solvating Ether Electrolytes,10.1002/anie.202310761,/doi/10.1002/anie.202310761,"Tao Ma, ,, Youxuan Ni, ,, Diantao Li, ,, Zhengtai Zha, ,, Song Jin, ,, Weijia Zhang, ,, Liqun Jia, ,, Qiong Sun, ,, Weiwei Xie, ,, Zhanliang Tao, ,, Jun Chen, ,",Angewandte Chemie International Edition,"Volume 62, Issue 43",First published: 05 September 2023,Full Access,page_030.html
Performance Improvement of Anode-Free Lithium-Metal Batteries by In Situ Design of the Initial Solid Electrolyte Interphase Using Localized High-Concentration Sulfolane Electrolyte,10.1002/celc.202500102,/doi/10.1002/celc.202500102,"Ivan Genov, ,, Mario Kurniawan, ,, Alessandro Leporati, ,, Alexander Tesfaye, ,, Shovon Goutam, ,, Andreas Bund, ,, Svetlozar Ivanov, ,",ChemElectroChem,"Volume 12, Issue 18",First published: 27 May 2025,Open Access,page_030.html
Poly(ester-alt-acetal) Electrolyte via In Situ Copolymerization for High-Voltage Lithium Metal Batteries: Lithium Salt Catalysts Deciding Stable Solid-Electrolyte Interphase,10.1002/adfm.202405951,/doi/10.1002/adfm.202405951,"Jiafang Guo, ,, Xiong Liu, ,, Zikai Shen, ,, Yanbing Lv, ,, Xun Zhang, ,, Chengjian Zhang, ,, Xinghong Zhang, ,",Advanced Functional Materials,"Volume 34, Issue 41",First published: 23 June 2024,Full Access,page_030.html
"Methyl 2,2-Difluoro-2-(Fluorosulfonyl) Acetate as a Novel Electrolyte Additive for High-Voltage LiCoO2/Graphite Pouch Li-Ion Cells",10.1002/ente.201901277,/doi/10.1002/ente.201901277,"Fuyou Xiang, ,, Pipi Wang, ,, Hao Cheng, ,",Energy Technology,"Volume 8, Issue 5",First published: 14 January 2020,Full Access,page_030.html
Reaction between Lithium Anode and Polysulfide Ions in a Lithium–Sulfur Battery,10.1002/cssc.201600878,/doi/10.1002/cssc.201600878,"Dong Zheng, ,, Xiao-Qing Yang, ,, Deyang Qu, ,",ChemSusChem,"Volume 9, Issue 17",First published: 18 August 2016,Full Access,page_030.html
Succinonitrile-Rich Electrolyte Solvation Structure Enables Wide-Temperature-Range Operation of Lithium-Metal Batteries,10.1002/smtd.202401957,/doi/10.1002/smtd.202401957,"Boguen Kim, ,, Saehun Kim, ,, Dong Gyu Lee, ,, Donghyun Lee, ,, Junsu Son, ,, Hyeonseok Seong, ,, Bumjoon J. Kim, ,, Tae Kyung Lee, ,, Nam-Soon Choi, ,",Small Methods,"Volume 9, Issue 8",First published: 16 February 2025,Full Access,page_030.html
Influence of State-of-Charge-Dependent Decomposition Kinetics at the Li6PS5Cl|LiNi0.83Co0.11Mn0.06O2Interface on Solid-State Battery Performance,10.1002/celc.202500237,/doi/10.1002/celc.202500237,"Melina Witt, ,, Martin A. Lange, ,, Wolfgang G. Zeier, ,",ChemElectroChem,"Volume 12, Issue 16",First published: 23 July 2025,Open Access,page_030.html
Solid–Polymer–Electrolyte Interphase Inductively Formed by Surface Chemistry to Stabilize the High Ni Cathode in Sulfide-Based All-Solid-State Lithium Batteries,10.1002/cey2.70076,/doi/10.1002/cey2.70076,"Guo Tang, ,, Gengzhong Lin, ,, Yicheng Deng, ,, Hui Li, ,, Yuliang Cao, ,, Yongjin Fang, ,, Hanxi Yang, ,, Xinping Ai, ,",Carbon Energy,Early View,First published: 12 September 2025,Open Access,page_031.html
Unveiling Competitive Coordination in Aqueous Lithium-Ion Electrolytes through Solvent Descriptor Engineering,10.1002/adma.202506015,/doi/10.1002/adma.202506015,"Yanxin Shang, ,, Jun Chen, ,, Xuening Ren, ,, Shengxi Li, ,, Nan Chen, ,, Li Li, ,, Feng Wu, ,, Yuejiao Li, ,, Renjie Chen, ,",Advanced Materials,"Volume 37, Issue 39",First published: 14 July 2025,Full Access,page_031.html
"Understanding the Nature of Solid-Electrolyte Interphase on Lithium Metal in Liquid Electrolytes: A Review on Growth, Properties, and Application-Related Challenges",10.1002/batt.202000258,/doi/10.1002/batt.202000258,"Maryam Nojabaee, ,, Dennis Kopljar, ,, Norbert Wagner, ,, Kaspar Andreas Friedrich, ,",Batteries & Supercaps,"Volume 4, Issue 6",First published: 12 February 2021,Open Access,page_031.html
Succinonitrile-Rich Electrolyte Solvation Structure Enables Wide-Temperature-Range Operation of Lithium-Metal Batteries (Small Methods 8/2025),10.1002/smtd.70019,/doi/10.1002/smtd.70019,"Boguen Kim, ,, Saehun Kim, ,, Dong Gyu Lee, ,, Donghyun Lee, ,, Junsu Son, ,, Hyeonseok Seong, ,, Bumjoon J. Kim, ,, Tae Kyung Lee, ,, Nam-Soon Choi, ,",Small Methods,"Volume 9, Issue 8",First published: 27 August 2025,Free Access,page_031.html
Robust Solid-Electrolyte Interphase Enables Near-Theoretical Capacity of Graphite Battery Anode at 0.2 C in Propylene Carbonate-Based Electrolyte,10.1002/cssc.202001423,/doi/10.1002/cssc.202001423,"Jisoo Han, ,, Gyeong Jun Chung, ,, Seung-Wan Song, ,",ChemSusChem,"Volume 13, Issue 20",First published: 02 August 2020,Full Access,page_031.html
Enhanced Performance of Zn Electrodes Coated with Heterogeneous Nanoparticle-Based Interphase Layer Deposited via a Direct Precipitation Reaction,10.1002/smll.202506779,/doi/10.1002/smll.202506779,"Dong Wook Kim, ,, Seung Hwa Park, ,, Myung-Jun Kwak, ,, Ho-Sik Lee, ,, Sung Woo Im, ,, Goojin Jeong, ,, Chihyun Hwang, ,, Ho Seok Park, ,, Youngkwon Kim, ,",Small,"Volume 21, Issue 38",First published: 05 August 2025,Full Access,page_031.html
Long Cycle Life and High-Rate Sodium Metal Batteries Enabled by Regulating 3D Frameworks with Artificial Solid-State Interphases,10.1002/aenm.202103540,/doi/10.1002/aenm.202103540,"Xuejun Lai, ,, Zhenming Xu, ,, Xianfeng Yang, ,, Qiongjie Ke, ,, Qingshuai Xu, ,, Zaisheng Wang, ,, Yingying Lu, ,, Yongcai Qiu, ,",Advanced Energy Materials,"Volume 12, Issue 10",First published: 22 January 2022,Full Access,page_031.html
Identifying the Mechanism of Continued Growth of the Solid–Electrolyte Interphase,10.1002/cssc.201800077,/doi/10.1002/cssc.201800077,"Fabian Single, ,, Arnulf Latz, ,, Birger Horstmann, ,",ChemSusChem,"Volume 11, Issue 12",First published: 12 March 2018,Full Access,page_031.html
Concentrated Electrolytes Widen the Operating Temperature Range of Lithium-Ion Batteries,10.1002/advs.202101646,/doi/10.1002/advs.202101646,"Jianhui Wang, ,, Qifeng Zheng, ,, Mingming Fang, ,, Seongjae Ko, ,, Yuki Yamada, ,, Atsuo Yamada, ,",Advanced Science,"Volume 8, Issue 18",First published: 23 July 2021,Open Access,page_031.html
Anion-Engineering Toward High-Voltage-Stable Halide Superionic Conductors for All-Solid-State Lithium Batteries,10.1002/adfm.202408571,/doi/10.1002/adfm.202408571,"Liang Shen, ,, Jin-Liang Li, ,, Wei-Jin Kong, ,, Chen-Xi Bi, ,, Pan Xu, ,, Xue-Yan Huang, ,, Wen-Ze Huang, ,, Fang Fu, ,, Yi-Cheng Le, ,, Chen-Zi Zhao, ,, Hong Yuan, ,, Jia-Qi Huang, ,, Qiang Zhang, ,",Advanced Functional Materials,"Volume 34, Issue 48",First published: 10 August 2024,Full Access,page_031.html
Understanding the Inorganic-Rich Feature of Anion-Derived Solid Electrolyte Interphase,10.1002/aenm.202304414,/doi/10.1002/aenm.202304414,"Yan Li, ,, Fengwei Bai, ,, Chengzong Li, ,, Yan Wang, ,, Tao Li, ,",Advanced Energy Materials,"Volume 14, Issue 21",First published: 10 March 2024,Full Access,page_031.html
Review on Artificial Interphases for Lithium Metal Anodes: From a Mechanical Perspective,10.1002/celc.202400278,/doi/10.1002/celc.202400278,"Yueying Peng, ,, Ryota Tamate, ,, Kei Nishikawa, ,",ChemElectroChem,"Volume 11, Issue 16",First published: 29 July 2024,Open Access,page_031.html
An “Ether-In-Water” Electrolyte Boosts Stable Interfacial Chemistry for Aqueous Lithium-Ion Batteries,10.1002/adma.202004017,/doi/10.1002/adma.202004017,"Yanxin Shang, ,, Nan Chen, ,, Yuejiao Li, ,, Shi Chen, ,, Jingning Lai, ,, Yongxin Huang, ,, Wenjie Qu, ,, Feng Wu, ,, Renjie Chen, ,",Advanced Materials,"Volume 32, Issue 40",First published: 02 September 2020,Full Access,page_031.html
Regulating the Solvation Sheath of Li Ions by Using Hydrogen Bonds for Highly Stable Lithium–Metal Anodes,10.1002/ange.202101976,/doi/10.1002/ange.202101976,"Cheng Jiang, ,, Qingqing Jia, ,, Mi Tang, ,, Kun Fan, ,, Yuan Chen, ,, Mingxuan Sun, ,, Shuaifei Xu, ,, Yanchao Wu, ,, Chenyang Zhang, ,, Jing Ma, ,, Chengliang Wang, ,, Wenping Hu, ,",Angewandte Chemie,"Volume 133, Issue 19",First published: 25 February 2021,Full Access,page_031.html
Investigation of the Anode-Electrolyte Interface in a Magnesium Full-Cell with Fluorinated Alkoxyborate-Based Electrolyte,10.1002/batt.202100305,/doi/10.1002/batt.202100305,"Ananyo Roy, ,, Vinayan Bhagavathi Parambath, ,, Thomas Diemant, ,, Gregor Neusser, ,, Christine Kranz, ,, R. Jürgen Behm, ,, Zhenyou Li, ,, Zhirong Zhao-Karger, ,, Maximilian Fichtner, ,",Batteries & Supercaps,"Volume 5, Issue 4",First published: 23 December 2021,Open Access,page_031.html
Highly Efficient Spatially–Temporally Synchronized Construction of Robust Li3PO4-rich Solid–Electrolyte Interphases in Aqueous Li-ion Batteries,10.1002/ange.202317549,/doi/10.1002/ange.202317549,"Xiangzhen Zhu, ,, Zejing Lin, ,, Jingning Lai, ,, Tianshi Lv, ,, Ting Lin, ,, Hongyi Pan, ,, Jingnan Feng, ,, Qiyu Wang, ,, Shuai Han, ,, Renjie Chen, ,, Liquan Chen, ,, Liumin Suo, ,",Angewandte Chemie,"Volume 136, Issue 5",First published: 11 December 2023,Full Access,page_031.html
An electrochemical surface-enhanced Raman spectroscopic study on nanorod-structured lithium prepared by electrodeposition,10.1002/jrs.4970,/doi/10.1002/jrs.4970,"Shuai Tang, ,, Yu Gu, ,, Jun Yi, ,, Zhicong Zeng, ,, Song-Yuan Ding, ,, Jia-Wei Yan, ,, De-Yin Wu, ,, Bin Ren, ,, Zhong-Qun Tian, ,, Bing-Wei Mao, ,",Journal of Raman Spectroscopy,"Volume 47, Issue 9",First published: 12 July 2016,Full Access,page_031.html
Enhancing Wide-Temperature Performance of Lithium Batteries with a LiFSI-KFSI Dual-Salt Electrolyte,10.1002/smll.202502592,/doi/10.1002/smll.202502592,"Runyang Li, ,, Lin Wang, ,, Yunpeng Qu, ,, Chang Su, ,, Yihan Ma, ,, Wanyuan Jiang, ,, Borui Li, ,, Xigao Jian, ,, Fangyuan Hu, ,",Small,"Volume 21, Issue 35",First published: 07 July 2025,Full Access,page_031.html
The Impact of the C-Rate on Gassing During Formation of NMC622 II Graphite Lithium-Ion Battery Cells,10.1002/batt.202100056,/doi/10.1002/batt.202100056,"Marco Leißing, ,, Fabian Horsthemke, ,, Simon Wiemers-Meyer, ,, Martin Winter, ,, Philip Niehoff, ,, Sascha Nowak, ,",Batteries & Supercaps,"Volume 4, Issue 8",First published: 27 April 2021,Open Access,page_031.html
Tuning the Anode–Electrolyte Interface Chemistry for Garnet-Based Solid-State Li Metal Batteries,10.1002/adma.202000030,/doi/10.1002/adma.202000030,"Tao Deng, ,, Xiao Ji, ,, Yang Zhao, ,, Longsheng Cao, ,, Shuang Li, ,, Sooyeon Hwang, ,, Chao Luo, ,, Pengfei Wang, ,, Haiping Jia, ,, Xiulin Fan, ,, Xiaochuan Lu, ,, Dong Su, ,, Xueliang Sun, ,, Chunsheng Wang, ,, Ji-Guang Zhang, ,",Advanced Materials,"Volume 32, Issue 23",First published: 04 May 2020,Full Access,page_032.html
