title,authors,year,doi,pdf_url,article_url,cited_by,abstract
Thermal Safety Research of Lithium-Ion Batteries Based on Flame-Retardant Phase Change Materials,"Jiaxin Zhang, Jiajun Zhao, Yin Chen, Mingyi Chen",2025,https://doi.org/10.3390/batteries11020050,https://www.mdpi.com/2313-0105/11/2/50/pdf?version=1737897838,https://www.mdpi.com/2313-0105/11/2/50,1,"Pure phase change materials (PCMs) have drawbacks such as low thermal conductivity and poor physical properties like flammability, which limit their further application in battery thermal management systems. This paper introduces an innovative flame-retardant composite phase change material (CPCM) made from paraffin, expanded graphite, chitosan (CS), ammonium polyphosphate (APP), and aluminum hypophosphite (AHP). The physicochemical properties and flame-retardant performance of CPCMs with five different flame-retardant ratios of 9%, 12%, 15%, 18%, and 21% are studied, and their application effects in battery thermal safety are revealed. The results show that the combination of flame retardants CS, APP, and AHP exhibits effective synergistic effects, and the prepared CPCM exhibits good flame-retardant properties and thermal management effects. The CPCM exhibits outstanding thermal management performance when the flame-retardant content is 12%. At a maximum discharge rate of 3C, compared to natural air-cooling conditions, the maximum battery temperature and temperature difference are controlled within the safe range of 41 °C and below 5 °C, respectively. The CPCM can play an important role in the thermal safety of lithium-ion batteries. Full article"
A Novel Method for Estimating the State of Health of Lithium-Ion Batteries Based on Physics-Informed Neural Network,"Yuxuan Deng, Changqing Du, Zhong Ren",2025,https://doi.org/10.3390/batteries11020049,https://www.mdpi.com/2313-0105/11/2/49/pdf?version=1737894148,https://www.mdpi.com/2313-0105/11/2/49,3,"An accurate state of health (SOH) assessment of lithium-ion batteries is essential for ensuring the reliability and safety of electric vehicles (EVs). Data-driven SOH estimation methods have shown promise but face challenges in generalizing across diverse battery types and variable operating conditions. To address this, this study integrates physical information into data-driven approaches, enabling physically consistent inferences and a rapid adaptation to different battery chemistries and usage scenarios. Specifically, physical features correlated with battery degradation, such as the link between incremental capacity (IC) peaks and SOH, are used as constraints to guide model learning. A fully connected layer within a back-propagation neural network (BPNN) is employed to capture battery aging dynamics effectively. Experimental results on two datasets show that the proposed model outperforms traditional neural networks, reducing the RMSE by at least 1.1% and demonstrating strong generalizability in both single-dataset and transfer learning tasks. Full article"
Some Critical Thinking on Electric Vehicle Battery Reliability: From Enhancement to Optimization,"Jing Lin, Christofer Silfvenius",2025,https://doi.org/10.3390/batteries11020048,https://www.mdpi.com/2313-0105/11/2/48/pdf?version=1737805561,https://www.mdpi.com/2313-0105/11/2/48,3,"Electric vehicle (EV) batteries play a crucial role in sustainable transportation, with reliability being pivotal to their performance, longevity, and environmental impact. This study explores battery reliability from micro (individual user), meso (industry), and macro (societal) perspectives, emphasizing interconnected factors and challenges across the lifecycle. A novel lifecycle framework is proposed, introducing the concept of “Zero-Life” reliability to expand traditional evaluation methods. By integrating the reliability ecosystem with a dynamic system approach, this research offers comprehensive insights into the optimization of EV battery systems. Furthermore, an expansive Social–Industrial Large Knowledge Model (S-ILKM) is presented, bridging micro- and macro-level insights to enhance reliability across lifecycle stages. The findings provide a systematic pathway to advance EV battery reliability, aligning with global sustainability objectives and fostering innovation in sustainable mobility. Full article"
Electrochemical Performance of Pre-Modified Birch Biochar Monolith Supercapacitors by Ferric Chloride and Ferric Citrate,"Ziyue Song, Tianjie Feng, Donald W. Kirk, Charles Q. Jia",2025,https://doi.org/10.3390/batteries11020047,https://www.mdpi.com/2313-0105/11/2/47/pdf?version=1737797059,https://www.mdpi.com/2313-0105/11/2/47,1,"This study investigated the electrochemical properties of supercapacitors by pre-modifying thick birch biochar monoliths with FeCl 3 or C 6 H 5 FeO 7 solutions prior to wood pyrolysis. The pre-modification introduced iron species to the surface, promoting the specific surface area, charge-stored species, and surface functionalities, which enhanced the gravimetric capacitance. X-ray diffraction confirmed the successful loading of Fe 3 O 4 and Fe. SEM implied the wider distribution of iron-rich particulates and porous carbon via self-pyrolysis on the biochar surface modified with 1.0 M C 6 H 5 FeO 7 . Contact angle measurements demonstrated the enhanced wettability of the biochar surfaces following pre-modification, with the C 6 H 5 FeO 7 -modified samples exhibiting superior wettability compared to the other groups. The gravimetric capacitance of the supercapacitor was dramatically promoted and reached 210 F/g and 219 F/g, respectively, when modified with 1.0M C 6 H 5 FeO 7 and 1.0 M FeCl 3 at a 5 mA/g current density. Compared to the birch biochar modified with 1.0 M FeCl 3 , the 1.0 M C 6 H 5 FeO 7 had a higher current response peak and capacitive behavior in the CV analysis, demonstrated better ion diffusion capacity, and had lower charge-transfer resistance in the EIS results. But, a slight irreversible process on the electrode of the 1.0 M C 6 H 5 FeO 7 group led to a lower level of the supercapacitor capacitance retention. The results using ferric solution pre-impregnation show how iron species doping can improve capacitance behavior, providing a feasible scheme for the modification of thick biochar monolith. Full article"
Nickel Stabilized Si/Ni/Si/Ni Multi-Layer Thin-Film Anode for Long-Cycling-Life Lithium-Ion Battery,"Yonhua Tzeng, Yu-Yang Chiou, Aurelius Ansel Wilendra",2025,https://doi.org/10.3390/batteries11020046,https://www.mdpi.com/2313-0105/11/2/46/pdf?version=1737789324,https://www.mdpi.com/2313-0105/11/2/46,1,"Silicon-based anodes suffer from the loss of physical integrity due to large volume changes during alloying and de-alloying processes with electrolytes. By integrating electrochemically inert, physically strong, ductile nickel layers with a multi-layered thin-film silicon anode, the long-life cycling of the Si/Ni/Si/Ni anode was demonstrated. A capacity retention of 82% after 200 cycles was measured, surpassing the performance of conventional silicon thin-film anodes. This is attributed to the effective suppression of internal local stress induced by nonuniform volume expansion by the nickel layers. These findings offer a promising pathway towards the practical implementation of high-capacity silicon-based anodes in advanced lithium-ion batteries. Full article"
Ternary PEO/PVDF-HFP-Based Polymer Electrolytes for Li-Ion Batteries,"Hoang Bao Tran Nguyen, Ling Ding, Björn Pohle, Toni Schmeida, Hoang Bao An Nguyen, Daria Mikhailova",2025,https://doi.org/10.3390/batteries11020045,https://www.mdpi.com/2313-0105/11/2/45/pdf?version=1737783862,https://www.mdpi.com/2313-0105/11/2/45,8,"The impetus to study and develop polymer electrolytes for metal-ion batteries is due to their enhanced safety compared to flammable organic liquid electrolytes, promising ionic conductivity, and broad electrochemical stability window, making them to viable candidates for battery application. In the current work, we present a simple fabrication procedure and a comprehensive physico–chemical study of various PVDF-HFP-based electrolyte formulations with a sufficient addition of PEO polymer, LiTFSI conducting salt, and EMIMTFSI ionic liquid. The ionic conductivity, activation energy for ionic movement and thickness of the resulting polymer electrolyte show a non-linear dependency on the PVDF-HFP/PEO ratio. The electrolyte composition with a 0.35PEO-0.65PVDF-HFP/1LiTFSI/1EMIMTFSI mass fraction exhibits the highest ionic conductivity among the compositions, revealing 7.7 × 10 − 5 S c m − 1 at 30 °C. Electrochemical tests in half full and full Li-ion batteries with a LiFePO 4 cathode and Li 4 Ti 5 O 12 anode also emphasized this composition as the most promising one, providing an initial capacity in full cells of 120 mAh g −1 and a capacity retention of about 75% after 50 charge/discharge cycles at a 0.1 C current rate. In the PEO/PVDF-HFP polymer blend with EMIMTFSI as a plasticizer, the amount of crystalline parts, which are detrimental to a fast ionic diffusion, is significantly reduced. Full article"
Density Modeling of Battery Electrolyte Mixtures,"Christian A. Landry, Jacob G. Bergeron, Olivier Mathieu, Kevin L. Gering, James C. Thomas",2025,https://doi.org/10.3390/batteries11020044,https://www.mdpi.com/2313-0105/11/2/44/pdf?version=1737630816,https://www.mdpi.com/2313-0105/11/2/44,2,"Lithium-ion battery (LIB) electrolytes are generally composed of a mixture of organic hydrocarbons and lithium salt (e.g., LiPF 6 ). Experimental density data for basic and realistic multicomponent mixtures are scarce in the literature, and a predictive model for electrolyte solution density is not yet widely available. This work resolves to create a simple predictive method that can be used to estimate the density of these mixtures. A model that accounts for intermolecular forces in the electrolyte mixture was developed and fitted to density data available in the literature that was internally vetted for consistency. The model exhibited high accuracy for single-component electrolyte mixtures, with most predictions falling within 1% of measured values and all predictions falling within 5%. The model was further extended to more realistic, multi-solvent electrolyte mixtures that exhibited similar accuracy. In addition, a novel, accurate method for computing absolute molar and mass fractions of multi-solvent mixtures with specified volumetric concentrations (e.g., 1.2 M LiPF 6 in 1:1:1% vol. ethylene carbonate-EC/diethyl carbonate-DEC/dimethyl carbonate-DMC) is also described. The two separate approaches were combined to yield a modeling framework capable of computing molar concentrations and densities of all LIB electrolyte solutions based on LiPF 6 loaded in any combination of EC, EMC, DEC, DMC, and PC. Additional ionic salt data for NaPF 6 and LiFSI were also evaluated to illustrate the adaptability of the model to different salts and electrolytes. Once again, the model was successful, with most density predictions falling within 1% error and all falling within 5%. This work ultimately provides a simple, adaptable modeling framework for accurate prediction of electrolyte mixture densities. Full article"
Study on the Effect of Air Velocity and Duct Area on the Heat Dissipation of Lithium-Ion Batteries,"Zhiheng Pan, Maoyong Zhi, Lei Yuan, Qinrou Xu, Qiang Sun, Xiantao Chen",2025,https://doi.org/10.3390/batteries11020043,https://www.mdpi.com/2313-0105/11/2/43/pdf?version=1737558829,https://www.mdpi.com/2313-0105/11/2/43,1,"With the growing adoption of lithium-ion batteries, the risk of battery thermal runaway is increasing, so effective temperature regulation for battery systems is essential. The air cooling system for battery thermal management offers advantages such as a simple structure and low cost, making it a promising solution for electric aircraft, electric vehicles, and other applications. In this work, the influence of inlet air velocity, inlet size, and inlet/outlet area ratio on the maximum temperature and maximum temperature difference in the battery pack was simulatively studied. When the inlet air velocity was 4 m/s, inlet size was 73 mm × 25 mm, and inlet/outlet area ratio was 1.25, the heat dissipation effect of battery pack was excellent, and the maximum temperature was 324.8 K. This research offers a crucial foundation for designing and setting the operational parameters of air cooling thermal management systems in lithium-ion battery packs. Full article"
Ceramic-Rich Composite Separators for High-Voltage Solid-State Batteries,"Kevin Vattappara, Martin Finsterbusch, Dina Fattakhova-Rohlfing, Idoia Urdampilleta, Andriy Kvasha",2025,https://doi.org/10.3390/batteries11020042,https://www.mdpi.com/2313-0105/11/2/42/pdf?version=1737593521,https://www.mdpi.com/2313-0105/11/2/42,,"Composite solid electrolytes are gaining interest regarding their use in Li-metal solid-state batteries. Although high ceramic content improves the electrochemical stability of ceramic-rich composite separators (C-SCE), the polymeric matrix also plays a vital role. In the first generation of C-SCE separators with a PEO-based matrix, the addition of 90–95 wt% of Li 6.45 Al 0.05 La 3 Zr 1.6 Ta 0.4 O 12 (LLZO) does not make C-SCE stable for cell cycling with high-voltage (HV) cathodes. For the next iteration, the objective was to find an HV-stable polymeric matrix for C-SCEs. Herein, we report results on optimizing C-SCE separators with different ceramics and polymers which can craft the system towards better stability with NMC622-based composite cathodes. Both LLZO and Li 1.3 Al 0.3 Ti 1.7 (PO 4 ) 3 (LATP) were utilized as ceramic components in C-SCE separators. Poly(diallyldimethylammonium) bis(trifluoromethanesulfonyl)imide (PDDA-TFSI) and poly (vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) were used as polymers in the “polymer/LiTFSI/plasticizer”-based matrix. The initial phase of the selection criteria for the separator matrix involved assessing mechanical stability and ionic conductivity. Two optimized separator formulations were then tested for their electrochemical stability with both Li metal and HV composite cathodes. The results showed that Li/NMC622 cells with LP70_PVDF_HFP and LZ70_PDDA-TFSI separators exhibited more stable cycling performance compared to those with LZ90_PEO300k-based separators. Full article"
Comprehensive Assessment of Novel Technologies for Electrolyte Filling in Lithium-Ion Battery Production,"Michael Hinkers, Kristina Borzutzki, Oliver Krätzig, Florian Degen",2025,https://doi.org/10.3390/batteries11020041,https://www.mdpi.com/2313-0105/11/2/41/pdf?version=1737458020,https://www.mdpi.com/2313-0105/11/2/41,,"Electric vehicles play a pivotal role in the decarbonization of the mobility sector. However, their success depends on low-cost, high-performance batteries, requiring continuous optimization of their production processes. Electrolyte filling is a critical and costly bottleneck in the cell assembly and influences the quality and safety of the cells, offering great potential for identifying process optimizations. The aim of this study is to complement existing studies by analyzing and evaluating novel technologies for electrolyte filling and thus to provide guidance for industry and science. A systematic literature and patent search led to the identification of sixteen relevant technologies. These were evaluated by a group of experts from the scientific community to identify the most promising technologies. As a result of this evaluation, five technologies emerged that were assessed as positive compared to the state of the art. Overall, the results of this study indicate that the dominating trend in electrolyte filling will be direct pressurization of the battery cells with increasing pressures. Apart from this trend, no other fundamentally new process technologies for industrial use are currently foreseeable. Our findings indicate that both academics and practitioners should focus future research and industrial efforts on optimizing and understanding the current process. Full article"
"Lithium Tracer Diffusion in LixCoO2and LixNi1/3Mn1/3Co1/3O2(x = 1, 0.9, 0.65)-Sintered Bulk Cathode Materials for Lithium-Ion Batteries","Erwin Hüger, Daniel Uxa, Harald Schmidt",2025,https://doi.org/10.3390/batteries11020040,https://www.mdpi.com/2313-0105/11/2/40/pdf?version=1737453503,https://www.mdpi.com/2313-0105/11/2/40,1,"The knowledge of Li diffusivities in electrode materials of Li-ion batteries (LIBs) is essential for a fundamental understanding of charging/discharging times, maximum capacities, stress formation and possible side reactions. The literature indicates that Li diffusion in the cathode material Li(Ni,Mn,Co)O 2 strongly increases during electrochemical delithiation. Such an increased Li diffusivity will be advantageous for performance if it is present already in the initial state after synthesis. In order to understand the influence of a varying initial Li content on Li diffusion, we performed Li tracer diffusion experiments on Li x CoO 2 (LCO) and Li x Ni 1/3 Mn 1/3 Co 1/3 O 2 (NMC, x = 1, 0.9, 0.65) cathode materials. The measurements were performed on polycrystalline sintered bulk materials, free of additives and binders, in order to study the intrinsic properties. The variation of Li content was achieved using reactive solid-state synthesis using pressed Li 2 CO 3 , NiO, Co 3 O 4 and/or MnO 2 powders and high temperature sintering at 800 °C. XRD analyses showed that the resultant bulk samples exhibit the layered LCO or NMC phases with a low amount of cation intermixing. Moreover, the presence of additional NiO and Co 3 O 4 phases was detected in NMC with a pronounced nominal Li deficiency of x = 0.65. As a tracer source, a 6 Li tracer layer with the same chemical composition was deposited using ion beam sputtering. Secondary ion mass spectrometry in depth profile mode was used for isotopic analysis. The diffusivities followed the Arrhenius law with an activation enthalpy of about 0.8 eV and were nearly identical within error for all samples investigated in the temperature range up to 500 °C. For a diffusion mechanism based on structural Li vacancies, the results indicated that varying the Li content does not result in a change in the vacancy concentration. Consequently, the design and use of a cathode initially made of a Li-deficient material will not improve the kinetics of battery performance. The possible reasons for this unexpected result are discussed. Full article"
Temperature-Dependent FTIRS Study of Manganese Oxide Spinel Obtained by Solution Combustion Synthesis (SCS) for Supercapacitor Applications,"Taylan Karakoç, Sécou Sall, Sergey N. Pronkin",2025,https://doi.org/10.3390/batteries11020039,https://www.mdpi.com/2313-0105/11/2/39/pdf?version=1737445457,https://www.mdpi.com/2313-0105/11/2/39,2,"Solution combustion synthesis (SCS) is often utilized to prepare crystalline nanoparticles of transition metal oxides, in particular Mn oxides. The structure and composition of the final product depend on the conditions of the synthesis, in particular on the composition of metal precursors, its molar ratio to the fuel component, and the mode of heating. In the present work, the study of chemical phenomena that may occur in the SCS process has been studied for the conventional nitrate–glycine synthesis of Mn oxide, as well as for nitrate–citrate–glycine and nitrate–citrate–urea synthesis. In the case of nitrate–glycine synthesis at a 1:1 fuel-to-salt ratio, the formation of a weak complex of Mn(II) and glycine provides the conditions for an instantaneous SCS reaction upon heating, resulting in slight sintering of final oxide nanoparticles. Partial hydrolysis of the Mn precursor during slow solvent evaporation results in the formation of a mixture of oxides, namely MnO and Mn 3 O 4 . Formation of MnO is completely suppressed when ammonium citrate is added into the initial mixture. Pure Mn 2 O 3 oxide is obtained from nitrate–citrate synthesis, while the pure Mn 3 O 4 phase is obtained in the case of nitrate–citrate–glycine and nitrate–citrate–urea synthesis, due to the higher temperature generated in the presence of additional fuel. In the presence of citrate, the SCS reaction is slower, resulting in stronger sintering of the nanoparticles. The study of the electrochemical properties of synthesized oxides demonstrates that SCS with the nitrate–citrate–urea mixture provides the highest charge capacitance in 1 M NaOH: 130 F/g at 2 A/g. The impedance characterization of materials allows us to propose a tentative mechanism of degradation of electrode materials during galvanostatic cycling. Full article"
Improved Self-Assembled Silicon-Based Graphite Composite Anodes for Commercially Viable High-Energy-Density Lithium-Ion Batteries,"Ruye Cong, Da-Eun Jeong, Ye-Yeong Jung, Hyun-Ho Park, Jiyun Jeon, Hochun Lee, Chang-Seop Lee",2025,https://doi.org/10.3390/batteries11030115,https://www.mdpi.com/2313-0105/11/3/115/pdf?version=1742477159,https://www.mdpi.com/2313-0105/11/3/115,,"Silicon-based anode materials are used to improve the performance of next-generation high-energy-density lithium-ion batteries (LIBs). However, the inherent limitations and cost of these materials are hindering their mass production. Commercial graphite can overcome the shortcomings of silicon-based materials and partially reduce their cost. In this study, a high-performance, low-cost, and environmentally friendly composite electrode material suitable for mass production was developed through optimizing the silicon content of commercial silicon–graphite composites and introducing a small amount of graphene and carbon nanofibers. This partially overcomes the inherent limitations of silicon, enhances the interface stability of silicon-based materials and the cycle stability of batteries, and reduces the irreversible capacity loss of the initial cycle. At a silicon content of 15 wt%, the initial Coulombic efficiency (ICE) of the battery was 65%. Reducing the silicon content in the composite electrode from 15% to 10% increased the ICE to 70% and improved the first lithiation and delithiation capacities. The battery exhibited excellent cycle stability at a current density of 0.1 A g −1 , retaining approximately 65% of its capacity after 100 cycles, good performance at various current densities (0.1–1 A g −1 ), and an excellent reversible performance. Full article"
Carbon-Coated CF-Si/Al Anodes for Improved Lithium-Ion Battery Performance,"Liangliang Zeng, Peng Li, Mi Ouyang, Shujuan Gao, Kun Liang",2025,https://doi.org/10.3390/batteries11030114,https://www.mdpi.com/2313-0105/11/3/114/pdf?version=1742309811,https://www.mdpi.com/2313-0105/11/3/114,1,"Despite their high specific capacity, magnetron-sputtered Si/Al thin films face rapid capacity decay due to stress-induced cracking, delamination, and detrimental electrolyte reactions. This study introduces a carbon-coated composite anode that overcomes these limitations, delivering superior reversible capacity, exceptional rate capability, and stable cycling performance. An electrochemical evaluation reveals that the CF-Si/Al@C-500-1h composite exhibits marked enhancements in capacity retention (43.5% after 100 cycles at 0.6 A·g −1 ) and rate capability, maintaining 579.1 mAh·g −1 at 3 A·g −1 (1 C). The carbon layer enhances electrical conductivity, buffers volume expansion during lithiation/delithiation, and suppresses silicon aggregation and electrolyte side reactions. Coupled with an aluminum framework, this architecture ensures robust structural integrity and efficient lithium-ion transport. These advancements position CF-Si/Al@C-500-1h as a promising anode material for next-generation lithium-ion batteries, while insights into scalable fabrication and carbon integration strategies pave the way for practical applications. Full article"
Enhancing Battery Pack Cooling Efficiency Through Graphite-Integrated Hybrid-Battery Thermal Management Systems,"Amin Rahmani, Mahdieh Dibaj, Mohammad Akrami",2025,https://doi.org/10.3390/batteries11030113,https://www.mdpi.com/2313-0105/11/3/113/pdf?version=1742214508,https://www.mdpi.com/2313-0105/11/3/113,1,"This study investigates a hybrid-battery thermal management system (BTMS) integrating air-cooling, a cold plate, and porous materials to optimize heat dissipation in a 20-cell battery pack during charging and discharging cycles of up to 5C. A computational fluid dynamics (CFD) model based on the equivalent circuit model (ECM) is developed to simulate battery pack behavior under various cooling configurations, including different porous media and vortex generators placed between cells. The impact of battery pack configurations on heat generation is analyzed, and five different porous materials are tested for their cooling performance. The results reveal that, among the examined materials, graphite is the most effective in maintaining the battery temperature within an acceptable range, particularly during high C-rate charging. Graphite integration significantly reduces the thermal stabilization time from over an hour to approximately 600 s. Additionally, our parametric experiment evaluates the influence of ambient temperature, airflow velocity, and cold-plate temperature on the system’s cooling efficiency. The findings demonstrate that maintaining the cold-plate temperature between 300 K and 305 K minimizes the temperature gradient, ensuring uniform thermal distribution. This research highlights the potential of hybrid BTMS designs incorporating porous media and cold plates to enhance battery performance, safety, and lifespan under various operational conditions. Full article"
Thermal Safety of Lithium-Ion Batteries: Current Status and Future Trends,Mingyi Chen,2025,https://doi.org/10.3390/batteries11030112,https://www.mdpi.com/2313-0105/11/3/112/pdf?version=1742029358,https://www.mdpi.com/2313-0105/11/3/112,4,Research on the thermal safety of lithium-ion batteries (LIBs) is crucial for supporting their large-scale application [...] Full article
Free-Standing and Binder-Free Porous Carbon Cloth (C-Felt) Anodes for Lithium-Ion Full Batteries,"Venroy Watson, Yaw D. Yeboah, Mark H. Weatherspoon, Egwu Eric Kalu",2025,https://doi.org/10.3390/batteries11030111,https://www.mdpi.com/2313-0105/11/3/111/pdf?version=1741968589,https://www.mdpi.com/2313-0105/11/3/111,,"A priority area for low-cost LIBs is the commercial production of electrodes with a high cycle life and efficiency in an environmentally benign fashion and a cost-effective manner. We demonstrate the use of undoped/untreated, flexible, stand-alone, mesh-like carbon cloth (C-felt) as a potential alternative anode to commonly used graphite composite anodes (GRAs) in LIBs. The performances of commercial GRAs (9 m 2 /g) and C-felt (102 m 2 /g) were compared as anodes vs. LiFePO 4 (14.5 m 2 /g) cathodes in the full battery. Half-cell test results determined appropriate mass ratios of 2:1 for GRAs (LiFePO 4 /GRA) and 1:1 for C-felt (LiFePO 4 /C-felt). At a 0.3 C discharge rate, the 1:1 ratio yielded a specific discharge capacity of 104 mAh/g, in contrast to 87 mAh/g for the 2:1 ratio for a full cell in the 100th cycle, corresponding to a retention of 82% for the 1:1 LiFePO 4 /C-felt full cell and 70% for the 2:1 LiFePO 4 /GRA full cell from their first specific discharge capacities. By varying the ratio of C-felt anode to LiFePO 4 cathode in a full cell and expressing the specific capacity in the 100th cycle as a function of the fraction of C-felt present (at a fixed amount of LiFePO 4 ), a maximum specific capacity was achieved at a fraction of C-felt equal to 0.542 or (1:1.18) LiFePO 4 /C-felt or 106 mAh/g. This corresponds closely to the experimentally determined value and supports (1:1) LiFePO 4 /C-felt full cell as an optimum ratio that can outperform the (2:1) LiFePO 4 /GRA full cell in our test conditions. Hence, we present C-felt anode as a potential cost-effective, lightweight anode material for low-cost LIBs. Full article"
"A Patent Landscape Analysis on the Recycling of Lithium-Ion Battery Positive Electrode Materials: Trends, Technologies, and the Future","Zhuoya Tong, Xiaobo Zhu",2025,https://doi.org/10.3390/batteries11030110,https://www.mdpi.com/2313-0105/11/3/110/pdf?version=1741934416,https://www.mdpi.com/2313-0105/11/3/110,1,"The massive production and utilization of lithium-ion batteries (LIBs) has intensified concerns about raw material shortage and end-of-life battery management. The development of effective recycling/reusing strategies, especially for the valuable active positive electrode materials, has attracted much interest from both academia and industry. This study presents a comprehensive patent analysis on the recycling technologies of spent LIBs. We screened and examined 672 patent filings associated with 367 application families, covering the period from 1994 to 2024. The analysis reveals an explosive growth in patenting activity since 2020, with China and the United States leading in geographical coverage. Hydrometallurgy continues as the most patented recycling technology, followed by direct regeneration, separation, and pyrometallurgy. Key innovations focus on improving leaching efficiency, developing novel purification methods, and exploring various relithiation strategies. The study also highlights the significant involvement of both companies and academic institutions in driving innovation. Our findings provide insights into the technological landscape, identify emerging trends, and lead to the discussion of potential future developments in LIB positive electrode recycling. This analysis serves as a valuable resource for researchers, industry stakeholders, and policymakers working towards sustainable energy storage solutions and circular economy strategies in the battery sector. Full article"
Experimental and Reduced-Order Modeling Research of Thermal Runaway Propagation in 100 Ah Lithium Iron Phosphate Battery Module,"Han Li, Chengshan Xu, Yan Wang, Xilong Zhang, Yongliang Zhang, Mengqi Zhang, Peiben Wang, Huifa Shi, Languang Lu, Xuning Feng",2025,https://doi.org/10.3390/batteries11030109,https://www.mdpi.com/2313-0105/11/3/109/pdf?version=1741946804,https://www.mdpi.com/2313-0105/11/3/109,,"The thermal runaway propagation (TRP) model of energy storage batteries can provide solutions for the safety protection of energy storage systems. Traditional TRP models are solved using the finite element method, which can significantly consume computational resources and time due to the large number of elements and nodes involved. To ensure solution accuracy and improve computational efficiency, this paper transforms the heat transfer problem in finite element calculations into a state-space equation form based on the reduced-order theory of linear time-invariant (LTI) systems; a simplified method is proposed to solve the heat flow changes in the battery TRP process, which is simple, stable, and computationally efficient. This study focuses on a four-cell 100 Ah lithium iron phosphate battery module, and module experiments are conducted to analyze the TRP characteristics of the battery. A reduced-order model (ROM) of module TRP is established based on the Arnoldi method for Krylov subspace, and a comparison of simulation efficiency is conducted with the finite element model (FEM). Finally, energy flow calculations are performed based on experimental and simulation data to obtain the energy flow rule during TRP process. The results show that the ROM achieves good accuracy with critical feature errors within 10%. Compared to the FEM, the simulation duration is reduced by 40%. The model can greatly improve the calculation efficiency while predicting the three-dimensional temperature distribution of the battery. This work facilitates the efficient computation of TRP simulations for energy storage batteries and the design of safety protection for energy storage battery systems. Full article"
Multistage Early Warning of Sodium-Ion Battery Thermal Runaway Using Multidimensional Signal Analysis and Redundancy Optimization,"Jinzhong Li, Yuguang Xie, Bin Xu, Jiarui Zhang, Xinyu Wang, Lei Mao",2025,https://doi.org/10.3390/batteries11030108,https://www.mdpi.com/2313-0105/11/3/108/pdf?version=1741936115,https://www.mdpi.com/2313-0105/11/3/108,1,"This paper proposes an early warning method for thermal runaway in sodium-ion batteries (SIBs) based on multidimensional signal analysis and redundancy optimization. By analyzing signals such as voltage, temperature, strain, and gas concentrations, Principal Component Analysis (PCA) is employed to evaluate the contribution of each signal and reduce data redundancy, while correlation analysis further refines the signal set by eliminating overlapping information. The optimized signals enable a stage-specific warning framework, which identifies distinct phases of thermal runaway progression with high precision. Experimental results validate the effectiveness of the proposed method, showcasing its potential for real-time monitoring and enhanced safety management of sodium-ion battery systems in critical applications. Full article"
Exploiting Artificial Neural Networks for the State of Charge Estimation in EV/HV Battery Systems: A Review,"Pierpaolo Dini, Davide Paolini",2025,https://doi.org/10.3390/batteries11030107,https://www.mdpi.com/2313-0105/11/3/107/pdf?version=1741859331,https://www.mdpi.com/2313-0105/11/3/107,10,"Artificial Neural Networks (ANNs) improve battery management in electric vehicles (EVs) by enhancing the safety, durability, and reliability of electrochemical batteries, particularly through improvements in the State of Charge (SOC) estimation. EV batteries operate under demanding conditions, which can affect performance and, in extreme cases, lead to critical failures such as thermal runaway—an exothermic chain reaction that may result in overheating, fires, and even explosions. Addressing these risks requires advanced diagnostic and management strategies, and machine learning presents a powerful solution due to its ability to adapt across multiple facets of battery management. The versatility of ML enables its application to material discovery, model development, quality control, real-time monitoring, charge optimization, and fault detection, positioning it as an essential technology for modern battery management systems. Specifically, ANN models excel at detecting subtle, complex patterns that reflect battery health and performance, crucial for accurate SOC estimation. The effectiveness of ML applications in this domain, however, is highly dependent on the selection of quality datasets, relevant features, and suitable algorithms. Advanced techniques such as active learning are being explored to enhance ANN model performance by improving the models’ responsiveness to diverse and nuanced battery behavior. This compact survey consolidates recent advances in machine learning for SOC estimation, analyzing the current state of the field and highlighting the challenges and opportunities that remain. By structuring insights from the extensive literature, this paper aims to establish ANNs as a foundational tool in next-generation battery management systems, ultimately supporting safer and more efficient EVs through real-time fault detection, accurate SOC estimation, and robust safety protocols. Future research directions include refining dataset quality, optimizing algorithm selection, and enhancing diagnostic precision, thereby broadening ANNs’ role in ensuring reliable battery management in electric vehicles. Full article"
